"Id","SalePrice"
"1461",126330.710400608
"1462",176664.310661451
"1463",203447.39476345
"1464",208184.671011593
"1465",226993.240245973
"1466",184441.585856393
"1467",195630.751463317
"1468",175513.117665835
"1469",195208.93060873
"1470",123664.394257966
"1471",180676.316399729
"1472",107637.736977432
"1473",105044.046681308
"1474",155108.467626668
"1475",109809.136233071
"1476",398088.762853468
"1477",280903.496311617
"1478",315148.536709451
"1479",316575.198307173
"1480",488879.940257173
"1481",317877.348670985
"1482",218208.978171155
"1483",186062.070039621
"1484",169321.02573284
"1485",184208.194862652
"1486",203033.263201277
"1487",335826.207527929
"1488",245573.9414792
"1489",222561.383102496
"1490",253157.981023993
"1491",210474.15637938
"1492",100580.265235082
"1493",191911.058169227
"1494",314372.386171004
"1495",308167.544188148
"1496",234571.607450943
"1497",189186.360145466
"1498",182898.988890121
"1499",164444.121072991
"1500",159364.126414275
"1501",200181.746020494
"1502",147906.761484423
"1503",290200.111417417
"1504",249021.180992593
"1505",237839.993630901
"1506",196590.379382378
"1507",257789.972761929
"1508",218885.461903622
"1509",162244.532742569
"1510",159980.100148623
"1511",175538.059751155
"1512",198049.133801953
"1513",163570.502522055
"1514",187342.397849589
"1515",235920.775022105
"1516",168482.30885391
"1517",183088.048115617
"1518",130594.460942426
"1519",235756.550888407
"1520",145694.263581307
"1521",151374.862352633
"1522",193247.704326581
"1523",117427.281612185
"1524",137420.405580272
"1525",127917.635032778
"1526",124125.76851487
"1527",111672.691257669
"1528",148157.448151884
"1529",165351.611161942
"1530",210267.249487816
"1531",139790.265042901
"1532",102024.843781196
"1533",169952.566818094
"1534",147938.715727245
"1535",166094.643475262
"1536",109091.45393174
"1537",63134.7750871206
"1538",177086.037120341
"1539",214748.002748464
"1540",126199.874024497
"1541",146718.399443338
"1542",172794.857138873
"1543",207779.139422805
"1544",91716.005250908
"1545",145760.035899762
"1546",149869.772707258
"1547",149582.058936782
"1548",162140.253799464
"1549",141997.861567045
"1550",155269.276514037
"1551",122946.597457985
"1552",146543.030939363
"1553",157996.219816482
"1554",130912.445501005
"1555",183026.770638092
"1556",172901.013313996
"1557",171477.534256437
"1558",113820.23303354
"1559",78158.0511688771
"1560",139329.151081423
"1561",169234.255102687
"1562",131456.513800479
"1563",127815.308362271
"1564",180351.937477578
"1565",156285.294362048
"1566",247635.918905611
"1567",71879.1865063919
"1568",243488.344977704
"1569",148838.793523367
"1570",139596.705645819
"1571",112838.266439352
"1572",160166.970271432
"1573",285137.152402077
"1574",138092.262603807
"1575",238353.7311841
"1576",266841.107670074
"1577",193292.12689202
"1578",165238.078641254
"1579",165762.205347305
"1580",212107.788209076
"1581",165046.245589174
"1582",132683.684180983
"1583",304085.497811334
"1584",229079.162853278
"1585",140590.901103719
"1586",72924.4852263388
"1587",120175.674341746
"1588",159743.608625534
"1589",122139.413940798
"1590",138925.818719579
"1591",97533.2376519665
"1592",134596.250807464
"1593",135029.121577377
"1594",153604.13886086
"1595",119516.43734584
"1596",239900.523298447
"1597",210910.066343774
"1598",220082.131767795
"1599",187178.319789593
"1600",176798.069074359
"1601",70861.0912996998
"1602",141108.148892977
"1603",50202.1108103236
"1604",260535.269247561
"1605",238311.431064884
"1606",175179.649399148
"1607",196640.685262793
"1608",209633.830799531
"1609",212734.286713037
"1610",171297.209150644
"1611",133948.12419144
"1612",174656.095344712
"1613",174499.198087841
"1614",126591.905850302
"1615",92009.8356978676
"1616",71556.8424529936
"1617",97964.7968605747
"1618",141194.067356792
"1619",145988.938431242
"1620",184295.6540966
"1621",149700.836521717
"1622",149683.851807207
"1623",266511.34062015
"1624",225488.438212078
"1625",128954.959085836
"1626",183936.29375148
"1627",208869.223406438
"1628",267738.51013327
"1629",188215.382738663
"1630",367464.945290887
"1631",264507.141508445
"1632",263290.487578585
"1633",181649.287774096
"1634",196604.385626922
"1635",181296.530283366
"1636",153485.482546432
"1637",212701.872300577
"1638",197182.912091179
"1639",198493.726916482
"1640",252838.109506299
"1641",197244.429874156
"1642",270407.780205784
"1643",233104.304136892
"1644",240291.621591666
"1645",229191.328283655
"1646",160032.70898937
"1647",155256.777652935
"1648",133152.2192317
"1649",135150.303514492
"1650",124073.239012267
"1651",122527.920907343
"1652",107543.860851703
"1653",111650.927901966
"1654",154618.786400084
"1655",145805.576461941
"1656",152013.534115116
"1657",160525.308955465
"1658",157274.766534585
"1659",131107.766502446
"1660",164865.35999906
"1661",442334.275191682
"1662",397990.133665016
"1663",398663.020488209
"1664",513122.749852556
"1665",345657.791494491
"1666",312118.040423405
"1667",377648.987012469
"1668",375642.142306598
"1669",323059.33057683
"1670",379339.659652012
"1671",300558.549156887
"1672",423320.050726547
"1673",299427.809544309
"1674",267948.393051124
"1675",219429.417974703
"1676",219041.064046599
"1677",231426.860033447
"1678",496974.266503618
"1679",379812.385558663
"1680",366391.386819629
"1681",298260.45965813
"1682",306477.621423881
"1683",204526.105018393
"1684",181903.105935057
"1685",177393.792827728
"1686",169099.504540663
"1687",172512.843168177
"1688",197973.202080267
"1689",196562.267623214
"1690",201385.426356038
"1691",187808.20266873
"1692",241851.25368392
"1693",173817.49466902
"1694",193855.03528363
"1695",175457.909890806
"1696",273670.963449711
"1697",179418.002399448
"1698",350738.519961513
"1699",340012.681648332
"1700",286823.387717086
"1701",300319.402873891
"1702",244695.17474561
"1703",240278.985050909
"1704",279608.09254622
"1705",229880.870811761
"1706",195856.839094051
"1707",226147.434825104
"1708",215257.658891847
"1709",253985.490336652
"1710",232173.819411737
"1711",260148.516296899
"1712",275588.348202807
"1713",302374.051762268
"1714",239272.87302372
"1715",220480.691812313
"1716",193064.626584576
"1717",176740.821663915
"1718",149556.772649343
"1719",219036.318954559
"1720",252187.477354576
"1721",153504.757995433
"1722",116445.941528924
"1723",153935.668613175
"1724",238005.737848161
"1725",252158.595579857
"1726",200384.741040468
"1727",151114.315366075
"1728",167004.476666128
"1729",194795.555806913
"1730",185124.700982103
"1731",123553.949025703
"1732",133482.481576487
"1733",132139.382109853
"1734",142066.863236507
"1735",104444.633883929
"1736",112697.71286177
"1737",298374.536150743
"1738",285373.904115181
"1739",252639.518761933
"1740",232817.142432174
"1741",201006.498663171
"1742",185121.185857507
"1743",178842.804558439
"1744",359237.870358239
"1745",242576.334364293
"1746",224228.057340769
"1747",226163.235023492
"1748",231706.482750301
"1749",147413.717767215
"1750",138852.5220868
"1751",239015.878811268
"1752",125606.867053987
"1753",158555.439218506
"1754",209556.391749244
"1755",179568.832459106
"1756",131325.509362914
"1757",118792.018078512
"1758",160002.424106088
"1759",177086.249053357
"1760",175541.831402235
"1761",164847.429995235
"1762",195459.584606592
"1763",172233.32079592
"1764",117903.634586532
"1765",199418.020450857
"1766",212674.919350025
"1767",251571.621585997
"1768",154580.267435733
"1769",169712.583732251
"1770",159687.161133907
"1771",143143.663499243
"1772",146169.288450805
"1773",125027.588326734
"1774",165710.124516442
"1775",155118.610975197
"1776",136603.262162087
"1777",118304.01127339
"1778",156271.506772821
"1779",145904.138038801
"1780",170795.555765382
"1781",132806.913236706
"1782",84197.6439860029
"1783",141957.993546687
"1784",110112.691461786
"1785",142202.858143794
"1786",114264.928820687
"1787",161580.44618963
"1788",59285.2512136211
"1789",103668.195297849
"1790",64399.4616852038
"1791",199108.631164895
"1792",174442.506430129
"1793",153029.491524084
"1794",167006.691527039
"1795",138621.751088999
"1796",149368.715759169
"1797",128958.354520297
"1798",133436.263619427
"1799",116117.092208112
"1800",136638.281093511
"1801",127583.711090813
"1802",128813.336236697
"1803",168362.533506061
