"Id","SalePrice"
"1461",150566.57178804
"1462",198759.100372112
"1463",197306.760817074
"1464",236143.171773457
"1465",236987.153342103
"1466",204360.611245346
"1467",236042.337415013
"1468",201283.798393501
"1469",232662.6636971
"1470",123597.357839467
"1471",249177.875232145
"1472",175105.163055444
"1473",159319.63965269
"1474",200927.446008387
"1475",175888.183603515
"1476",342907.209908534
"1477",279692.112463639
"1478",337029.792897294
"1479",303674.281760629
"1480",445166.721676163
"1481",307918.677344717
"1482",271331.527723704
"1483",208656.871420551
"1484",222315.672594807
"1485",240178.016841729
"1486",234983.744308837
"1487",283952.642113623
"1488",280246.107438607
"1489",207441.505288072
"1490",243396.524602085
"1491",241497.599105291
"1492",119582.626286094
"1493",254438.560587191
"1494",306819.640801307
"1495",301565.654724707
"1496",267656.947642217
"1497",182495.433808714
"1498",195084.840439731
"1499",191690.497130363
"1500",176418.764623689
"1501",226400.605201136
"1502",186775.360219957
"1503",286062.963642471
"1504",274337.879193405
"1505",263082.476559716
"1506",236153.427076963
"1507",261408.012830714
"1508",227380.709617336
"1509",189848.338668193
"1510",170829.002258222
"1511",173917.779596121
"1512",200764.149768141
"1513",195689.60707585
"1514",246921.824024603
"1515",238649.38478857
"1516",209574.345576449
"1517",222413.384169252
"1518",181046.362080031
"1519",289201.025593327
"1520",166430.364432977
"1521",169037.141689426
"1522",229567.33024857
"1523",100537.40888173
"1524",135596.310015893
"1525",153591.92210726
"1526",143924.134658977
"1527",99168.7941765006
"1528",185270.3925413
"1529",161805.730020459
"1530",253924.721338978
"1531",167789.823005513
"1532",144876.522676113
"1533",158913.914764564
"1534",159791.278252018
"1535",185097.11716096
"1536",149005.9253672
"1537",29910.3819698794
"1538",235621.156318831
"1539",251657.821760908
"1540",169444.944914406
"1541",170913.203428443
"1542",164923.391196266
"1543",224948.758958239
"1544",93558.498878451
"1545",157261.888170184
"1546",180574.295327705
"1547",181300.796188247
"1548",177246.738184707
"1549",142754.077429125
"1550",155781.884263962
"1551",169908.341066699
"1552",141473.804621162
"1553",175629.964137334
"1554",148633.469838525
"1555",222843.21136669
"1556",109115.367924339
"1557",144725.897388313
"1558",142582.476373938
"1559",82176.6120928357
"1560",165049.884049558
"1561",172947.946540391
"1562",148740.393145423
"1563",145405.88394641
"1564",193348.240128608
"1565",176547.588530816
"1566",266505.673429327
"1567",77051.050830398
"1568",256464.817489279
"1569",118465.913043319
"1570",194730.902659528
"1571",150815.0328369
"1572",171891.210362348
"1573",271133.59115481
"1574",138293.980731964
"1575",251273.936489457
"1576",258552.963065273
"1577",228116.941033208
"1578",169822.993877982
"1579",160467.100947453
"1580",244519.169079306
"1581",175441.593265409
"1582",149360.694599206
"1583",346935.782690945
"1584",261393.281437332
"1585",185610.164330075
"1586",71509.9200311129
"1587",146482.902323726
"1588",190099.358944152
"1589",99377.2126099655
"1590",189178.221042636
"1591",103712.257554274
"1592",163537.893152355
"1593",151873.557991885
"1594",167931.53083769
"1595",125580.642436001
"1596",253799.394338286
"1597",223594.893642675
"1598",230009.07293341
"1599",241679.786014045
"1600",241285.13633707
"1601",39245.3075647079
"1602",142399.521353719
"1603",93359.0234633492
"1604",290065.104244463
"1605",279572.485805995
"1606",229082.324124971
"1607",242641.620878754
"1608",245905.790814141
"1609",225701.865687893
"1610",174984.92673653
"1611",172591.682316048
"1612",189146.594232638
"1613",205584.84288179
"1614",167979.308145774
"1615",116486.488631083
"1616",89977.1777845375
"1617",109559.735706994
"1618",152828.466413599
"1619",170555.786844964
"1620",201342.983104511
"1621",156514.01494248
"1622",192643.251626459
"1623",308807.905923416
"1624",235615.334268401
"1625",164837.250210763
"1626",245099.856730095
"1627",231280.186248058
"1628",306618.963450525
"1629",237074.391471805
"1630",352930.594144769
"1631",253716.574081808
"1632",272605.014756939
"1633",237218.290578152
"1634",214594.574637642
"1635",209384.94688108
"1636",201833.466359232
"1637",184043.355393136
"1638",259859.643107765
"1639",242076.118015142
"1640",295553.041669693
"1641",240328.197109621
"1642",245729.457626294
"1643",257766.536556641
"1644",268906.953381154
"1645",241707.153203404
"1646",221793.292031802
"1647",223430.387122581
"1648",149545.122787632
"1649",175057.011755266
"1650",140485.25486826
"1651",134460.333917352
"1652",168951.365950734
"1653",168044.028107247
"1654",197107.145505132
"1655",195843.858350651
"1656",188173.565304117
"1657",194123.31162831
"1658",191309.592956605
"1659",196535.055419912
"1660",172158.886852342
"1661",420415.989698172
"1662",326277.000794616
"1663",363474.770672788
"1664",451007.431298397
"1665",329155.564574697
"1666",336895.258234574
"1667",341263.979645595
"1668",352048.646935221
"1669",322485.056194254
"1670",350457.78033163
"1671",312920.664446836
"1672",420436.810920652
"1673",308186.702638911
"1674",290460.273096074
"1675",242537.084530171
"1676",227170.453029317
"1677",268493.361129092
"1678",439498.222514443
"1679",359985.658497437
"1680",334934.308136565
"1681",313218.378446924
"1682",332575.055449255
"1683",244012.321127533
"1684",241165.106628648
"1685",204941.94287951
"1686",223849.748616133
"1687",222395.246719368
"1688",242283.597108203
"1689",241050.61808454
"1690",250800.741016323
"1691",238656.94501006
"1692",279088.10935359
"1693",224159.32728463
"1694",216678.09851063
"1695",225386.981405937
"1696",287671.404618372
"1697",231004.785112339
"1698",345081.515842484
"1699",328447.563903023
"1700",275622.018846694
"1701",302950.734781044
"1702",285578.614484767
"1703",295702.947089844
"1704",316072.81309005
"1705",297148.335843996
"1706",405044.310929815
"1707",229868.005936999
"1708",245009.172777669
"1709",313276.933740032
"1710",272066.653902547
"1711",291344.593438971
"1712",303323.240242895
"1713",297284.015500187
"1714",252781.959313759
"1715",218986.570084325
"1716",223709.837018035
"1717",221384.235009666
"1718",180482.267705787
"1719",237027.214152144
"1720",283381.406860643
"1721",224440.829922
"1722",167204.300343353
"1723",189593.258952647
"1724",235358.633803172
"1725",257008.343052106
"1726",188036.538589405
"1727",184661.865281866
"1728",210902.154789128
"1729",199820.468866638
"1730",226636.494129187
"1731",135421.92340639
"1732",151262.647200465
"1733",151070.780727542
"1734",157739.094843685
"1735",168101.926719302
"1736",144583.500834873
"1737",349857.513796032
"1738",278237.209359868
"1739",258735.605668548
"1740",230539.339533547
"1741",220951.620018176
"1742",192836.35116002
"1743",223109.738293038
"1744",331969.474886503
"1745",247839.680403971
"1746",249233.602072514
"1747",265604.737690674
"1748",230803.767590126
"1749",190694.815119177
"1750",193217.79078309
"1751",285994.820533682
"1752",144523.754691123
"1753",173797.552813493
"1754",253623.82819686
"1755",224878.074209833
"1756",143791.588587211
"1757",146451.356941996
"1758",162656.087082819
"1759",205971.439380123
"1760",184564.071093655
"1761",194581.54581896
"1762",182582.973087487
"1763",223533.605449724
"1764",130776.870646692
"1765",208769.864175117
"1766",225751.739019282
"1767",254444.541669669
"1768",185600.020337938
"1769",235868.997882639
"1770",206753.996365989
"1771",151565.269172156
"1772",156792.439317359
"1773",144947.749797609
"1774",207814.62458072
"1775",187407.963937649
"1776",139133.84355872
"1777",129352.041879635
"1778",163173.372551097
"1779",167171.300466707
"1780",217316.291143847
"1781",159126.798702863
"1782",65289.5287976384
"1783",154694.951284497
"1784",108672.556059375
"1785",150548.046632332
"1786",156202.169060656
"1787",205229.124752548
"1788",27055.6952302321
"1789",124078.662384895
"1790",48384.860951797
"1791",255187.127700141
"1792",207847.788152096
"1793",195753.376365733
"1794",205203.80630609
"1795",180569.292846176
"1796",178342.348406034
"1797",164846.395508808
"1798",145356.304399895
"1799",134422.729856079
"1800",153121.383304095
"1801",125086.638317833
"1802",189301.959749248
"1803",200311.65320821
"1804",164382.412594472
"1805",197938.025249767
"1806",162864.631308753
"1807",220145.877068554
"1808",142467.675498012
"1809",147575.987109431
"1810",157202.001856981
"1811",132618.471471677
"1812",121160.596537277
"1813",146594.894065554
"1814",92435.7597372508
"1815",27896.0589479153
"1816",135150.624648537
"1817",115165.06609512
"1818",179943.813218811
"1819",143305.051646849
"1820",72773.9953280973
"1821",155123.009500301
"1822",179021.710552608
"1823",40427.0771001674
"1824",180751.888619823
"1825",172252.717231086
"1826",141333.025637015
"1827",120262.852622339
"1828",161568.268508667
"1829",133766.864510272
"1830",181061.049475148
"1831",217010.701877411
"1832",149881.164013411
"1833",192096.928483377
"1834",157634.54886036
"1835",205877.342059245
"1836",144078.518761362
"1837",107650.936060968
"1838",170850.550790928
"1839",99507.9680899052
"1840",191746.756417048
"1841",179969.796148728
"1842",115618.589743615
"1843",182152.529452339
"1844",179660.333127954
"1845",185078.070844964
"1846",191129.029821433
"1847",221620.72802956
"1848",29069.5380151001
"1849",135364.013800752
"1850",137296.253797616
"1851",182508.598307101
"1852",158981.171443865
"1853",164845.492750322
"1854",207240.815619529
"1855",195831.584257828
"1856",267713.37499201
"1857",153912.198150097
"1858",178147.373003233
"1859",187046.758025543
"1860",200235.393801534
"1861",186449.242614584
"1862",296998.376548962
"1863",294585.275197048
"1864",294608.075184285
"1865",343825.905138452
"1866",357956.842102018
"1867",271046.539469809
"1868",339352.873848489
"1869",257062.420839528
"1870",270391.765373191
"1871",282739.955475209
"1872",205522.060754013
"1873",253021.47454344
"1874",176710.215862789
"1875",240032.072893088
"1876",226989.563398156
"1877",261443.756012907
"1878",246404.706178336
"1879",160157.277342744
"1880",164095.852556516
"1881",267204.066476479
"1882",285483.675292835
